currency,issue_date,doc_number,booking_class,fare_flag,fee_local,service_type,doc_type_ref,doc_type,service_date,origin,destination,flight_no,trans_code,doc_category,base_fare_usd,fee_usd,equipment_type
CCY-4,2025-12-19,9450549522249,Class 9,N,103.25,Service Type 4,Doc Type A,A,2025-12-30,SZV,LNR,FN-508,TYPE-C,DOC,10.12,2.95,Equip-1
CCY-3,2025-12-22,8592775130937,Class 4,Y,24.15,Service Type 5,Doc Type A,A,2025-12-16,QFX,KEE,FN-117,TYPE-A,DOC,13.18,0.69,Equip-3
CCY-2,2025-12-22,2680814635506,Class 7,N,91.35,Service Type 3,Doc Type A,A,2025-12-10,TDX,FUG,FN-101,TYPE-D,DOC,7.96,2.61,Equip-3
CCY-4,2025-12-31,0571132723566,Class 3,N,67.2,Service Type 4,Doc Type A,A,2025-12-18,YML,JYN,FN-119,TYPE-B,DOC,19.53,1.92,Equip-3
CCY-4,2025-12-17,4456552013320,Class 6,N,157.5,Service Type 2,Doc Type A,A,2025-12-15,KSN,KUV,FN-105,TYPE-C,DOC,12.81,4.5,Equip-1
CCY-1,2025-12-29,7127771910164,Class 7,Y,118.65,Service Type 5,Doc Type A,A,2025-12-05,JKS,SUQ,FN-395,TYPE-B,DOC,5.44,3.39,Equip-1
CCY-2,2025-12-15,2657552932767,Class 4,Y,87.5,Service Type 1,Doc Type A,A,2025-12-06,HGV,MFP,FN-117,TYPE-B,DOC,7.99,2.5,Equip-1
CCY-3,2025-12-25,1116088621649,Class 5,Y,79.45,Service Type 1,Doc Type A,A,2025-12-31,VQR,TDX,FN-117,TYPE-D,DOC,7.98,2.27,Equip-3
CCY-2,2025-12-06,5244853172682,Class 2,N,134.4,Service Type 3,Doc Type A,A,2025-12-14,KSN,GNP,FN-394,TYPE-A,DOC,25.61,3.84,Equip-3
CCY-1,2025-12-06,4844171544396,Class 2,Y,122.15,Service Type 4,Doc Type A,A,2025-12-23,QFX,KEE,FN-395,TYPE-B,DOC,17.51,3.49,Equip-1
CCY-2,2025-12-09,9937269951913,Class 3,Y,118.65,Service Type 3,Doc Type A,A,2025-12-17,NAB,QFX,FN-132,TYPE-B,DOC,3.97,3.39,Equip-2
CCY-3,2025-12-17,0482764233693,Class 1,Y,75.25,Service Type 3,Doc Type A,A,2025-12-24,UMK,MFP,FN-394,TYPE-B,DOC,17.36,2.15,Equip-1
CCY-1,2025-12-20,1257378210567,Class 4,Y,129.5,Service Type 5,Doc Type A,A,2025-12-29,KEE,VQR,FN-101,TYPE-D,DOC,16.83,3.7,Equip-2
CCY-3,2025-12-14,7055343535650,Class 3,N,90.3,Service Type 4,Doc Type A,A,2025-12-03,NAB,QFX,FN-132,TYPE-B,DOC,21.26,2.58,Equip-3
CCY-3,2025-12-11,7404499271108,Class 4,N,92.4,Service Type 5,Doc Type A,A,2025-12-02,UMK,SUQ,FN-395,TYPE-D,DOC,6.51,2.64,Equip-3
CCY-1,2025-12-09,1865673856488,Class 1,Y,40.95,Service Type 1,Doc Type A,A,2025-12-22,HGV,DPQ,FN-117,TYPE-C,DOC,19.18,1.17,Equip-3
CCY-1,2025-12-11,3215963604024,Class 6,Y,108.15,Service Type 4,Doc Type A,A,2025-12-29,JYN,RZP,FN-105,TYPE-C,DOC,1.66,3.09,Equip-3
CCY-3,2025-12-05,8315338960105,Class 3,Y,105.35,Service Type 2,Doc Type A,A,2025-12-15,UMK,MFP,FN-132,TYPE-B,DOC,9.79,3.01,Equip-2
CCY-3,2025-12-27,8756744363225,Class 1,Y,85.75,Service Type 2,Doc Type A,A,2025-12-23,MFP,MBT,FN-118,TYPE-D,DOC,16.73,2.45,Equip-2
CCY-1,2025-12-16,3226571141873,Class 5,N,176.4,Service Type 4,Doc Type A,A,2025-12-15,LNR,GNP,FN-395,TYPE-C,DOC,2.63,5.04,Equip-1
CCY-4,2025-12-20,8436201711142,Class 4,Y,67.9,Service Type 5,Doc Type A,A,2025-12-03,KLC,NAB,FN-395,TYPE-B,DOC,7.01,1.94,Equip-3
CCY-4,2025-12-05,6034631789023,Class 7,N,91.7,Service Type 2,Doc Type A,A,2025-12-21,KUV,TPX,FN-508,TYPE-D,DOC,17.52,2.62,Equip-1
CCY-4,2025-12-20,1787001745388,Class 4,Y,121.8,Service Type 2,Doc Type A,A,2025-12-30,UBR,MBT,FN-105,TYPE-D,DOC,11.68,3.48,Equip-2
CCY-2,2025-12-08,1643035901818,Class 2,Y,93.45,Service Type 2,Doc Type A,A,2025-12-31,KEE,QFX,FN-105,TYPE-A,DOC,17.42,2.67,Equip-2
CCY-3,2025-12-29,3812044697955,Class 4,N,30.1,Service Type 4,Doc Type A,A,2025-12-11,FUG,JKS,FN-118,TYPE-C,DOC,19.6,0.86,Equip-2
CCY-1,2025-12-27,8085954486348,Class 8,Y,75.6,Service Type 5,Doc Type A,A,2025-12-08,KUV,JKS,FN-117,TYPE-C,DOC,15.8,2.16,Equip-1
CCY-1,2025-12-30,8109984527619,Class 9,Y,109.9,Service Type 2,Doc Type A,A,2025-12-09,KLC,HGV,FN-117,TYPE-D,DOC,18.86,3.14,Equip-2
CCY-1,2025-12-24,8424350481485,Class 4,N,128.1,Service Type 5,Doc Type A,A,2025-12-07,DRW,UMK,FN-105,TYPE-C,DOC,8.64,3.66,Equip-3
CCY-2,2025-12-09,7372577306385,Class 6,N,127.4,Service Type 1,Doc Type A,A,2025-12-22,JKS,UMK,FN-508,TYPE-A,DOC,16.47,3.64,Equip-3
CCY-2,2025-12-21,4258797726257,Class 7,Y,88.2,Service Type 2,Doc Type A,A,2025-12-19,FUG,KLC,FN-394,TYPE-B,DOC,6.85,2.52,Equip-2
CCY-1,2025-12-18,2455372420092,Class 7,N,103.6,Service Type 2,Doc Type A,A,2025-12-18,GNP,RZP,FN-101,TYPE-D,DOC,11.98,2.96,Equip-1
CCY-4,2025-12-03,8815858227935,Class 7,Y,34.65,Service Type 3,Doc Type A,A,2025-12-12,LNR,SUQ,FN-508,TYPE-A,DOC,15.75,0.99,Equip-2
CCY-2,2025-12-09,9670973893911,Class 3,Y,94.85,Service Type 1,Doc Type A,A,2025-12-01,NAB,TDX,FN-105,TYPE-A,DOC,13.67,2.71,Equip-1
CCY-1,2025-12-12,2063572434404,Class 9,Y,79.1,Service Type 2,Doc Type A,A,2025-12-29,JYN,SZV,FN-105,TYPE-D,DOC,7.81,2.26,Equip-2
CCY-4,2025-12-10,4722764391172,Class 3,Y,21.0,Service Type 4,Doc Type A,A,2025-12-11,JKS,FUG,FN-105,TYPE-B,DOC,10.93,0.6,Equip-3
CCY-4,2025-12-01,4859593897872,Class 7,Y,74.2,Service Type 5,Doc Type A,A,2025-12-28,MFP,TPX,FN-133,TYPE-D,DOC,8.49,2.12,Equip-3
CCY-4,2025-12-17,7754118476297,Class 5,N,76.65,Service Type 5,Doc Type A,A,2025-12-15,KSN,SUQ,FN-508,TYPE-A,DOC,14.66,2.19,Equip-2
CCY-4,2025-12-26,1027630901573,Class 1,N,158.9,Service Type 3,Doc Type A,A,2025-12-05,SUQ,YML,FN-119,TYPE-A,DOC,10.92,4.54,Equip-3
CCY-3,2025-12-22,3757467665420,Class 9,N,136.5,Service Type 4,Doc Type A,A,2025-12-13,YML,DRW,FN-118,TYPE-C,DOC,16.97,3.9,Equip-1
CCY-4,2025-12-07,1814421020901,Class 7,N,123.9,Service Type 3,Doc Type A,A,2025-12-27,ZYR,FUG,FN-118,TYPE-B,DOC,9.5,3.54,Equip-2
CCY-2,2025-12-11,3858240685889,Class 4,Y,98.0,Service Type 2,Doc Type A,A,2025-12-11,KHV,KSN,FN-117,TYPE-C,DOC,10.83,2.8,Equip-2
CCY-3,2025-12-15,0217702538369,Class 8,N,84.0,Service Type 5,Doc Type A,A,2025-12-04,JKS,KHV,FN-101,TYPE-B,DOC,14.05,2.4,Equip-3
CCY-1,2025-12-18,9695825174914,Class 6,N,99.4,Service Type 5,Doc Type A,A,2025-12-26,QFX,SZV,FN-117,TYPE-C,DOC,19.47,2.84,Equip-1
CCY-4,2025-12-01,5811952361377,Class 6,Y,156.1,Service Type 3,Doc Type A,A,2025-12-06,SUQ,TDX,FN-118,TYPE-C,DOC,15.09,4.46,Equip-3
CCY-2,2025-12-29,5368586433114,Class 6,Y,55.65,Service Type 5,Doc Type A,A,2025-12-23,KUV,KSN,FN-117,TYPE-A,DOC,17.16,1.59,Equip-3
CCY-4,2025-12-02,8395406351609,Class 9,N,134.75,Service Type 1,Doc Type A,A,2025-12-21,SZV,LNR,FN-118,TYPE-C,DOC,14.22,3.85,Equip-3
CCY-2,2025-12-02,3860655128121,Class 9,N,66.15,Service Type 1,Doc Type A,A,2025-12-16,UMK,VQR,FN-133,TYPE-D,DOC,16.46,1.89,Equip-2
CCY-1,2025-12-10,9078243361606,Class 4,Y,139.65,Service Type 2,Doc Type A,A,2025-12-12,JYN,KHV,FN-395,TYPE-B,DOC,8.71,3.99,Equip-2
CCY-4,2025-12-26,8240638346611,Class 8,N,94.5,Service Type 5,Doc Type A,A,2025-12-27,SZV,SUQ,FN-132,TYPE-B,DOC,8.19,2.7,Equip-3
CCY-4,2025-12-19,8976443312547,Class 6,N,103.25,Service Type 1,Doc Type A,A,2025-12-18,ZYR,KLC,FN-101,TYPE-A,DOC,19.88,2.95,Equip-2
CCY-4,2025-12-13,2241419810250,Class 8,N,74.2,Service Type 2,Doc Type A,A,2025-12-15,RZP,JYN,FN-119,TYPE-B,DOC,8.37,2.12,Equip-2
CCY-2,2025-12-25,0672382781469,Class 7,N,58.45,Service Type 4,Doc Type A,A,2025-12-16,KEE,MFP,FN-105,TYPE-C,DOC,13.66,1.67,Equip-3
CCY-4,2025-12-10,8878873812946,Class 6,N,116.55,Service Type 4,Doc Type A,A,2025-12-30,GNP,JYN,FN-101,TYPE-B,DOC,10.76,3.33,Equip-2
CCY-2,2025-12-29,4690259681664,Class 1,Y,128.45,Service Type 4,Doc Type A,A,2025-12-09,MBT,YML,FN-395,TYPE-A,DOC,18.5,3.67,Equip-3
CCY-1,2025-12-23,3028783320671,Class 5,N,146.3,Service Type 4,Doc Type A,A,2025-12-21,KHV,FUG,FN-101,TYPE-B,DOC,8.43,4.18,Equip-1
CCY-4,2025-12-25,9132147525284,Class 4,N,61.6,Service Type 2,Doc Type A,A,2025-12-28,QFX,GNP,FN-117,TYPE-B,DOC,10.5,1.76,Equip-1
CCY-1,2025-12-22,5075780479941,Class 3,N,155.4,Service Type 3,Doc Type A,A,2025-12-05,KSN,LNR,FN-395,TYPE-D,DOC,11.14,4.44,Equip-3
CCY-3,2025-12-24,3268667901686,Class 2,Y,105.35,Service Type 3,Doc Type A,A,2025-12-15,ZYR,FUG,FN-133,TYPE-B,DOC,12.83,3.01,Equip-1
CCY-3,2025-12-25,7119526653306,Class 8,N,54.95,Service Type 2,Doc Type A,A,2025-12-20,JKS,KSN,FN-132,TYPE-C,DOC,20.19,1.57,Equip-2
CCY-3,2025-12-12,6825427718551,Class 7,N,48.3,Service Type 4,Doc Type A,A,2025-12-02,LNR,SUQ,FN-101,TYPE-A,DOC,5.57,1.38,Equip-3
CCY-3,2025-12-12,6480356761156,Class 5,Y,110.95,Service Type 3,Doc Type A,A,2025-12-18,UMK,VQR,FN-394,TYPE-B,DOC,13.86,3.17,Equip-2
CCY-2,2025-12-12,3861817314309,Class 1,Y,113.4,Service Type 1,Doc Type A,A,2025-12-13,JKS,KHV,FN-395,TYPE-A,DOC,19.71,3.24,Equip-3
CCY-1,2025-12-05,4897137388724,Class 1,Y,105.0,Service Type 2,Doc Type A,A,2025-12-10,DRW,UBR,FN-119,TYPE-B,DOC,9.98,3.0,Equip-2
CCY-1,2025-12-23,4911380818137,Class 8,Y,46.55,Service Type 3,Doc Type A,A,2025-12-31,KEE,NAB,FN-105,TYPE-D,DOC,12.59,1.33,Equip-2
CCY-4,2025-12-31,5488510102113,Class 4,N,123.2,Service Type 1,Doc Type A,A,2025-12-15,JKS,QFX,FN-395,TYPE-A,DOC,25.55,3.52,Equip-2
CCY-4,2025-12-08,2759348755355,Class 8,N,126.7,Service Type 5,Doc Type A,A,2025-12-19,JKS,UBR,FN-133,TYPE-B,DOC,13.05,3.62,Equip-1
CCY-4,2025-12-14,4297422441753,Class 7,N,100.1,Service Type 4,Doc Type A,A,2025-12-12,JYN,GNP,FN-119,TYPE-D,DOC,15.55,2.86,Equip-1
CCY-1,2025-12-05,7358107902475,Class 7,N,126.0,Service Type 1,Doc Type A,A,2025-12-30,SZV,YML,FN-394,TYPE-D,DOC,8.84,3.6,Equip-1
CCY-1,2025-12-09,7455014823479,Class 4,Y,76.65,Service Type 5,Doc Type A,A,2025-12-09,JKS,KUV,FN-132,TYPE-D,DOC,13.93,2.19,Equip-2
CCY-1,2025-12-15,0678367606968,Class 8,Y,115.15,Service Type 5,Doc Type A,A,2025-12-13,TDX,DRW,FN-119,TYPE-A,DOC,19.1,3.29,Equip-3
CCY-2,2025-12-21,9005431670404,Class 3,Y,153.65,Service Type 2,Doc Type A,A,2025-12-09,JKS,NAB,FN-101,TYPE-D,DOC,15.65,4.39,Equip-2
CCY-1,2025-12-25,6406462788663,Class 9,Y,116.2,Service Type 1,Doc Type A,A,2025-12-07,KHV,UBR,FN-119,TYPE-A,DOC,12.11,3.32,Equip-1
CCY-4,2025-12-12,8780776775831,Class 4,Y,79.8,Service Type 2,Doc Type A,A,2025-12-19,SZV,KUV,FN-394,TYPE-C,DOC,16.05,2.28,Equip-2
CCY-4,2025-12-09,8939886113955,Class 5,Y,109.55,Service Type 3,Doc Type A,A,2025-12-02,QFX,MBT,FN-132,TYPE-C,DOC,12.27,3.13,Equip-3
CCY-4,2025-12-27,2558081786977,Class 3,N,186.2,Service Type 2,Doc Type A,A,2025-12-14,HGV,KSN,FN-101,TYPE-C,DOC,7.22,5.32,Equip-1
CCY-1,2025-12-22,3535839952580,Class 1,Y,59.5,Service Type 5,Doc Type A,A,2025-12-14,KUV,KSN,FN-119,TYPE-A,DOC,4.96,1.7,Equip-3
CCY-1,2025-12-19,8633166593735,Class 1,Y,129.85,Service Type 1,Doc Type A,A,2025-12-29,FUG,KUV,FN-119,TYPE-A,DOC,18.57,3.71,Equip-1
CCY-3,2025-12-17,7301924418923,Class 5,Y,126.35,Service Type 2,Doc Type A,A,2025-12-06,KLC,YML,FN-118,TYPE-D,DOC,6.87,3.61,Equip-1
CCY-3,2025-12-23,1515285489598,Class 8,Y,103.95,Service Type 1,Doc Type A,A,2025-12-20,PVS,TPX,FN-133,TYPE-A,DOC,19.34,2.97,Equip-1
CCY-4,2025-12-18,6118394975271,Class 3,Y,44.8,Service Type 3,Doc Type A,A,2025-12-06,YML,JYN,FN-118,TYPE-A,DOC,24.99,1.28,Equip-3
CCY-4,2025-12-10,6198164433730,Class 1,Y,145.95,Service Type 5,Doc Type A,A,2025-12-02,DPQ,JKS,FN-133,TYPE-B,DOC,15.47,4.17,Equip-3
CCY-1,2025-12-28,3904104063314,Class 8,N,98.0,Service Type 4,Doc Type A,A,2025-12-07,RZP,SUQ,FN-101,TYPE-A,DOC,16.46,2.8,Equip-3
CCY-4,2025-12-10,6191585308967,Class 5,N,120.4,Service Type 2,Doc Type A,A,2025-12-03,RZP,YML,FN-508,TYPE-C,DOC,10.55,3.44,Equip-2
CCY-2,2025-12-24,6219036165438,Class 5,N,126.0,Service Type 1,Doc Type A,A,2025-12-31,KUV,QFX,FN-117,TYPE-D,DOC,16.08,3.6,Equip-1
CCY-4,2025-12-06,3763459626353,Class 6,Y,69.3,Service Type 2,Doc Type A,A,2025-12-15,JKS,TPX,FN-394,TYPE-C,DOC,17.2,1.98,Equip-3
CCY-4,2025-12-14,6609654592544,Class 6,Y,72.1,Service Type 4,Doc Type A,A,2025-12-14,SZV,FUG,FN-118,TYPE-B,DOC,10.86,2.06,Equip-2
CCY-2,2025-12-06,7384887610059,Class 5,Y,140.7,Service Type 4,Doc Type A,A,2025-12-30,KUV,MBT,FN-101,TYPE-D,DOC,10.07,4.02,Equip-3
CCY-4,2025-12-21,1319728580208,Class 3,Y,196.35,Service Type 4,Doc Type A,A,2025-12-10,FUG,VQR,FN-133,TYPE-A,DOC,12.54,5.61,Equip-1
CCY-2,2025-12-14,8578601580439,Class 4,Y,107.1,Service Type 5,Doc Type A,A,2025-12-14,GNP,HGV,FN-508,TYPE-D,DOC,12.97,3.06,Equip-2
CCY-1,2025-12-10,4643077207802,Class 9,Y,82.6,Service Type 4,Doc Type A,A,2025-12-24,NAB,DPQ,FN-119,TYPE-A,DOC,12.53,2.36,Equip-3
CCY-3,2025-12-08,7747693045105,Class 9,Y,144.55,Service Type 4,Doc Type A,A,2025-12-18,KUV,RZP,FN-118,TYPE-D,DOC,11.71,4.13,Equip-1
CCY-3,2025-12-05,5188689055077,Class 9,N,77.35,Service Type 2,Doc Type A,A,2025-12-19,FUG,PVS,FN-508,TYPE-C,DOC,12.57,2.21,Equip-3
CCY-1,2025-12-24,9181498350265,Class 3,N,89.25,Service Type 5,Doc Type A,A,2025-12-30,KUV,HGV,FN-101,TYPE-C,DOC,7.37,2.55,Equip-3
CCY-1,2025-12-24,7778108813057,Class 6,N,146.65,Service Type 1,Doc Type A,A,2025-12-01,ZYR,JYN,FN-101,TYPE-B,DOC,12.37,4.19,Equip-1
CCY-4,2025-12-05,1392381651424,Class 4,Y,93.8,Service Type 5,Doc Type A,A,2025-12-09,UBR,MBT,FN-117,TYPE-B,DOC,5.3,2.68,Equip-3
CCY-3,2025-12-01,6453384524799,Class 5,Y,40.95,Service Type 5,Doc Type A,A,2025-12-15,KHV,KUV,FN-119,TYPE-C,DOC,12.72,1.17,Equip-2
CCY-2,2025-12-30,8533231951215,Class 5,N,81.2,Service Type 5,Doc Type A,A,2025-12-22,YML,VQR,FN-508,TYPE-D,DOC,7.83,2.32,Equip-1
CCY-3,2025-12-25,6740906143563,Class 2,Y,111.65,Service Type 5,Doc Type A,A,2025-12-05,GNP,ZYR,FN-119,TYPE-B,DOC,8.02,3.19,Equip-3
CCY-1,2025-12-04,5082486114163,Class 6,N,85.4,Service Type 3,Doc Type A,A,2025-12-16,SZV,KSN,FN-395,TYPE-C,DOC,11.2,2.44,Equip-1
CCY-4,2025-12-10,7355878576716,Class 4,N,165.2,Service Type 3,Doc Type A,A,2025-12-16,TDX,PVS,FN-394,TYPE-D,DOC,14.14,4.72,Equip-1
CCY-1,2025-12-19,7575304537074,Class 8,Y,37.8,Service Type 2,Doc Type A,A,2025-12-03,DRW,KSN,FN-118,TYPE-B,DOC,20.2,1.08,Equip-3
CCY-2,2025-12-27,6192827930750,Class 5,N,98.7,Service Type 3,Doc Type A,A,2025-12-15,UBR,MBT,FN-101,TYPE-D,DOC,14.89,2.82,Equip-2
CCY-1,2025-12-09,1745011595931,Class 9,N,91.0,Service Type 4,Doc Type A,A,2025-12-29,HGV,MFP,FN-105,TYPE-D,DOC,12.78,2.6,Equip-2
CCY-4,2025-12-09,4785894439762,Class 2,Y,110.25,Service Type 5,Doc Type A,A,2025-12-19,DPQ,KSN,FN-394,TYPE-C,DOC,12.59,3.15,Equip-3
CCY-3,2025-12-29,2084813951904,Class 8,N,73.5,Service Type 1,Doc Type A,A,2025-12-17,KUV,PVS,FN-133,TYPE-D,DOC,9.11,2.1,Equip-1
CCY-3,2025-12-24,6262392415134,Class 1,Y,113.05,Service Type 4,Doc Type A,A,2025-12-09,KEE,GNP,FN-508,TYPE-D,DOC,9.76,3.23,Equip-1
CCY-4,2025-12-09,1254189508164,Class 9,N,134.75,Service Type 4,Doc Type A,A,2025-12-07,DRW,TPX,FN-508,TYPE-D,DOC,14.99,3.85,Equip-3
CCY-4,2025-12-11,1793852527470,Class 5,N,114.8,Service Type 3,Doc Type A,A,2025-12-15,VQR,MFP,FN-105,TYPE-D,DOC,9.53,3.28,Equip-1
CCY-4,2025-12-31,7157872930608,Class 9,Y,145.95,Service Type 5,Doc Type A,A,2025-12-06,SZV,TPX,FN-101,TYPE-B,DOC,16.81,4.17,Equip-3
CCY-4,2025-12-07,5532587887022,Class 2,Y,97.3,Service Type 3,Doc Type A,A,2025-12-26,JKS,MBT,FN-118,TYPE-D,DOC,11.71,2.78,Equip-2
CCY-4,2025-12-25,1669459483074,Class 2,Y,64.75,Service Type 5,Doc Type A,A,2025-12-19,YML,SUQ,FN-105,TYPE-C,DOC,12.96,1.85,Equip-3
CCY-2,2025-12-05,8974347629611,Class 8,Y,130.9,Service Type 2,Doc Type A,A,2025-12-20,PVS,UMK,FN-133,TYPE-A,DOC,11.03,3.74,Equip-3
CCY-2,2025-12-03,6622416567386,Class 9,Y,95.55,Service Type 3,Doc Type A,A,2025-12-14,DRW,SZV,FN-105,TYPE-A,DOC,15.21,2.73,Equip-2
CCY-4,2025-12-22,5626923383312,Class 5,N,76.3,Service Type 4,Doc Type A,A,2025-12-13,JKS,YML,FN-394,TYPE-D,DOC,13.09,2.18,Equip-3
CCY-4,2025-12-19,8890084384851,Class 6,N,102.2,Service Type 5,Doc Type A,A,2025-12-27,KUV,DRW,FN-395,TYPE-A,DOC,15.52,2.92,Equip-1
CCY-2,2025-12-22,1249543299032,Class 6,Y,92.4,Service Type 4,Doc Type A,A,2025-12-04,SZV,QFX,FN-118,TYPE-C,DOC,10.62,2.64,Equip-1
CCY-1,2025-12-12,1589527783404,Class 7,N,89.25,Service Type 3,Doc Type A,A,2025-12-02,DPQ,GNP,FN-118,TYPE-D,DOC,11.69,2.55,Equip-3
CCY-2,2025-12-23,8232668086631,Class 6,Y,91.0,Service Type 4,Doc Type A,A,2025-12-04,SUQ,JYN,FN-394,TYPE-D,DOC,15.29,2.6,Equip-2
CCY-4,2025-12-31,6203566094469,Class 8,N,156.45,Service Type 3,Doc Type A,A,2025-12-02,ZYR,TDX,FN-101,TYPE-C,DOC,19.96,4.47,Equip-2
CCY-2,2025-12-14,2578976168296,Class 9,Y,107.45,Service Type 5,Doc Type A,A,2025-12-29,RZP,UBR,FN-117,TYPE-A,DOC,7.54,3.07,Equip-1
CCY-1,2025-12-16,6821565886802,Class 3,N,93.45,Service Type 2,Doc Type A,A,2025-12-09,GNP,ZYR,FN-394,TYPE-A,DOC,8.75,2.67,Equip-2
CCY-1,2025-12-22,3631776260183,Class 6,N,94.15,Service Type 5,Doc Type A,A,2025-12-09,HGV,YML,FN-105,TYPE-D,DOC,22.01,2.69,Equip-1
CCY-4,2025-12-02,1450658046957,Class 6,N,123.9,Service Type 3,Doc Type A,A,2025-12-30,SUQ,SZV,FN-117,TYPE-D,DOC,13.8,3.54,Equip-3
CCY-3,2025-12-23,1557099190798,Class 5,N,74.9,Service Type 1,Doc Type A,A,2025-12-15,UBR,KLC,FN-118,TYPE-B,DOC,7.0,2.14,Equip-3
CCY-1,2025-12-25,8040095639445,Class 4,Y,73.85,Service Type 2,Doc Type A,A,2025-12-26,VQR,KHV,FN-105,TYPE-D,DOC,5.97,2.11,Equip-3
CCY-1,2025-12-11,1661759631364,Class 4,N,123.9,Service Type 2,Doc Type A,A,2025-12-31,GNP,UMK,FN-105,TYPE-D,DOC,2.25,3.54,Equip-2
CCY-2,2025-12-20,3272751421454,Class 8,Y,110.25,Service Type 4,Doc Type A,A,2025-12-31,UMK,FUG,FN-395,TYPE-D,DOC,22.27,3.15,Equip-3
CCY-1,2025-12-18,6207669421700,Class 1,Y,82.6,Service Type 5,Doc Type A,A,2025-12-26,PVS,QFX,FN-395,TYPE-C,DOC,4.92,2.36,Equip-2
CCY-3,2025-12-15,8621808163602,Class 1,N,69.3,Service Type 2,Doc Type A,A,2025-12-29,KHV,KUV,FN-395,TYPE-D,DOC,9.71,1.98,Equip-3
CCY-4,2025-12-02,4409997570618,Class 6,Y,133.35,Service Type 4,Doc Type A,A,2025-12-17,HGV,KHV,FN-395,TYPE-D,DOC,16.3,3.81,Equip-1
CCY-2,2025-12-21,7881581410882,Class 7,N,130.55,Service Type 2,Doc Type A,A,2025-12-24,FUG,TDX,FN-132,TYPE-D,DOC,6.22,3.73,Equip-2
CCY-4,2025-12-20,0782394480487,Class 4,N,171.5,Service Type 1,Doc Type A,A,2025-12-11,HGV,SUQ,FN-394,TYPE-A,DOC,19.63,4.9,Equip-2
CCY-3,2025-12-15,5394634315208,Class 3,N,73.5,Service Type 5,Doc Type A,A,2025-12-02,RZP,KHV,FN-117,TYPE-B,DOC,26.33,2.1,Equip-2
CCY-4,2025-12-31,2816727966410,Class 1,Y,92.75,Service Type 2,Doc Type A,A,2025-12-17,KSN,KUV,FN-119,TYPE-C,DOC,26.12,2.65,Equip-2
CCY-1,2025-12-22,7310837089053,Class 8,N,116.55,Service Type 5,Doc Type A,A,2025-12-31,RZP,JKS,FN-508,TYPE-C,DOC,9.04,3.33,Equip-1
CCY-4,2025-12-12,2844540649776,Class 9,N,119.0,Service Type 5,Doc Type A,A,2025-12-28,RZP,SZV,FN-508,TYPE-A,DOC,9.09,3.4,Equip-1
CCY-2,2025-12-30,8481950001596,Class 4,N,96.6,Service Type 3,Doc Type A,A,2025-12-03,QFX,SUQ,FN-508,TYPE-B,DOC,5.4,2.76,Equip-1
CCY-2,2025-12-14,5955236626437,Class 8,Y,102.9,Service Type 3,Doc Type A,A,2025-12-31,FUG,RZP,FN-394,TYPE-B,DOC,18.43,2.94,Equip-2
CCY-2,2025-12-28,8726217882931,Class 5,N,121.8,Service Type 5,Doc Type A,A,2025-12-30,KHV,FUG,FN-394,TYPE-C,DOC,12.71,3.48,Equip-2
CCY-2,2025-12-28,2572604490925,Class 3,Y,46.9,Service Type 5,Doc Type A,A,2025-12-02,KLC,RZP,FN-119,TYPE-A,DOC,17.85,1.34,Equip-3
CCY-1,2025-12-05,5352348471244,Class 8,N,95.55,Service Type 5,Doc Type A,A,2025-12-16,VQR,KUV,FN-117,TYPE-D,DOC,14.92,2.73,Equip-3
CCY-3,2025-12-31,5052843044342,Class 5,N,142.1,Service Type 3,Doc Type A,A,2025-12-25,PVS,UBR,FN-132,TYPE-B,DOC,12.83,4.06,Equip-1
CCY-3,2025-12-18,0533185437826,Class 3,N,69.65,Service Type 5,Doc Type A,A,2025-12-10,FUG,JYN,FN-132,TYPE-B,DOC,6.03,1.99,Equip-3
CCY-3,2025-12-28,2149579576760,Class 3,N,85.75,Service Type 3,Doc Type A,A,2025-12-02,KUV,DPQ,FN-105,TYPE-A,DOC,2.32,2.45,Equip-2
CCY-1,2025-12-11,4880372178878,Class 5,N,100.8,Service Type 1,Doc Type A,A,2025-12-24,DRW,JKS,FN-132,TYPE-A,DOC,18.65,2.88,Equip-2
CCY-2,2025-12-18,6074852986755,Class 5,Y,87.85,Service Type 2,Doc Type A,A,2025-12-23,KLC,VQR,FN-395,TYPE-B,DOC,5.3,2.51,Equip-3
CCY-4,2025-12-24,2081727552589,Class 4,N,65.45,Service Type 2,Doc Type A,A,2025-12-11,JKS,TDX,FN-508,TYPE-D,DOC,4.56,1.87,Equip-1
CCY-4,2025-12-10,1112139511673,Class 8,N,64.05,Service Type 5,Doc Type A,A,2025-12-16,KUV,JYN,FN-133,TYPE-B,DOC,13.94,1.83,Equip-3
CCY-1,2025-12-06,1544238993475,Class 9,N,102.55,Service Type 2,Doc Type A,A,2025-12-15,TPX,JKS,FN-118,TYPE-A,DOC,17.56,2.93,Equip-1
CCY-1,2025-12-13,2092275158955,Class 3,Y,95.2,Service Type 1,Doc Type A,A,2025-12-09,TPX,LNR,FN-132,TYPE-A,DOC,12.43,2.72,Equip-3
CCY-3,2025-12-13,9637109996412,Class 5,N,132.3,Service Type 4,Doc Type A,A,2025-12-26,UMK,JKS,FN-395,TYPE-A,DOC,15.86,3.78,Equip-3
